0,1,2,3,4,5,label
0.007400580827167706,-0.0055984226133042325,0.020626131811147162,0.007081074672503054,-0.017719752196859766,-0.014945180537480472,2.0
0.027842749684215944,-0.007167768263291807,0.020701432000453126,0.0071199981590475536,-0.0007716208367436484,-0.014318942602122877,0.0
-0.006319741121287395,-0.02034417084466331,-0.013094612719663001,0.002476380195482921,-0.0034909624955099684,-0.018268379950223932,1.0
0.009221512833974783,-0.005011343810290012,0.020791343050323072,0.00456437836089984,0.003874479999416402,-0.013468864938946886,2.0
0.018771210354696095,0.018188922186103754,-0.00970001941123049,0.0033228280995321094,-0.002722948096395734,-0.0026336692290729537,0.0
0.004041921013065928,0.01956007277587499,-0.009600793105694989,-0.0011966743964300763,-0.006380344339522569,-0.0062830319664624965,0.0
-0.000186702074537197,-0.01806757742607104,-0.013179179044402915,-0.032146613750526284,-2.2555752045924524e-06,-0.02383964101811818,2.0
-0.004306195896463575,-0.019616316267877174,-0.01336049049015331,-0.007091218453348476,-0.014949220858472261,-0.0169021534676476,2.0
0.0032784813588598344,-0.004890004049746164,0.02090183056745878,0.004587169361410384,0.0005931342433444665,-0.017135368352650497,1.0
-0.004079557582130311,-0.018108892355517055,-0.013297380376345537,-0.021301470405346978,-0.0029800390954677746,-0.01794549526252059,2.0
-0.0006489443800083391,-0.020301574304228534,-0.013072481371753972,-0.004042459273124425,0.003642483369518462,-0.01949791981790066,2.0
0.00846310470051061,-0.005704681784877195,0.020925976705616422,0.004360612912085511,-0.0033053460615155694,-0.01962422567711939,2.0
-0.0008919833445744133,-0.004312986307509208,0.021083142433464354,-0.001332092282396078,0.004159946044145904,-0.021839648256169387,2.0
-0.002600290159620081,-0.020230682212768605,-0.013215386011305173,0.005737405171512327,0.0047348592473986815,-0.012176615186162558,2.0
0.00611452392921891,-0.021493406157193477,-0.013182454116671148,-0.005700152711328941,-0.01669688747529017,-0.023604002924315647,2.0
0.0014339886171953295,-0.003461901807036431,0.02074570472162479,-0.009551045698983553,-0.004808547499775547,-0.017481439242596923,2.0
0.014050617644163953,0.019290881155448154,-0.009643935244359877,-0.010091296817190573,-0.006734845376514514,-0.008082936597845279,0.0
0.01164894991287437,-0.022359381528578495,-0.013302715003896265,0.008352877700233888,-0.010120590047716392,-0.01521976599158509,2.0
0.021853150441184185,-0.006860056122597191,0.02074455081290272,0.0008349267190654822,-0.013065332683648812,-0.020176701619286072,0.0
0.009772501074095278,-0.0061994730027267134,0.02084137407622617,0.009849747552449198,-0.007893123776207567,-0.01784466032803423,1.0
0.025433290965124446,-0.006992173533658942,0.020744614031612613,0.006789471217707264,0.0007702245588280639,-0.014903304986838874,2.0
0.008639177983836361,0.018971676918303645,-0.009394347487336854,-0.0009129278395446367,0.004408674639004117,-0.009086631524180492,2.0
-0.0011769874900004879,-0.01876388103011169,-0.013683058024913783,0.004103964283378695,0.002746427465475391,0.00047055628784606037,2.0
-0.0017201993168359925,-0.020377827918906435,-0.013531562259552161,0.012845417997657833,-0.003878983342446511,-0.004569469288919237,1.0
-0.004176106295931827,-0.017798481719948495,-0.014064339396531043,0.008039562251379253,0.0005890803087506407,0.011540116315997887,2.0
-0.0014490533313387865,-0.018549454884210996,-0.013650177989123977,-0.00879196808970154,-0.00927465587920221,-0.0073950373081639155,2.0
-0.0021896178800998836,-0.017949789316874253,-0.013596883754006039,0.00042972992627865193,0.020635979830734667,0.0023598514006797798,2.0
-0.00650469309511653,-0.002380405695097168,0.020366662731941484,-0.002924492231793413,-0.010460915776386727,-0.006649804684443792,2.0
-0.015298045765405907,-0.0015369526822365562,0.020826526247791556,-0.0016946828740212678,0.013251493677350406,-0.010108451598253342,2.0
-0.004450502326149912,-0.003710819928567723,0.02035650135540476,0.019868654014273564,-0.002792616278472298,0.0015468650311917594,2.0
-0.006166069518767711,-0.0011217642441955443,0.020424621573334856,-0.012832961327949963,0.002624408060696465,-0.006033320822422436,2.0
-0.014707285642416187,-0.014832486328785473,-0.014226052391766391,-0.022490204481257166,-0.020909677569982476,0.004259780451092889,2.0
