,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.020701162011738328,-0.01759468977804845,0.020597578649111128,-0.012900661876214355,0.01185022084131968,-0.0022384863349103044,-0.03892458895630172,0.016496461861863713,-0.01224785062875839,0.008032033404518777,-0.003885352144890551,-0.008388939685354696,0.01456539457253192,0.009734417791997822,0.02534372204923673,0.018145239916244883,-0.02595301371233075,-0.025253126608283483,0.013438118014308408,-0.09214138630771798
1,0.02496071181564317,-0.022742583133123,0.016283784863992012,0.016283535869511243,0.009267369921037244,-0.03134832467250172,0.023888099963410576,0.021248918067969896,0.001925910344951171,0.009520244219497811,-0.004307056387786641,-0.007662863989449856,0.018328125827221434,-0.028833750802289015,0.011946297674515455,-0.005392376450976221,0.018170407110532985,-0.01766115751298987,-0.0068160209419363795,-0.03898908573689676
2,0.01910719916945669,0.0059133976016507925,0.01939477036866594,-0.02136768982329942,0.006209288386344164,-0.0005493802757052603,0.017070468477919692,0.029133959592652397,0.023077251414279697,0.004182066411639439,-0.00576512544822491,-0.011054020708983951,-0.0024981901608034165,0.021930341431028066,-0.01840232762234563,-0.011387950645165373,-0.020600096258969275,0.014711961681354802,0.019375077531971884,-0.10808664891993108
3,0.010632452280754927,-0.01657152390025431,-0.027848911514368878,-0.016286180502755893,0.006292237950139417,-0.02737003753716511,-0.013676282510603726,0.02964936213235762,0.024367827760456214,0.015077052657866356,-0.009391947138513622,-0.012396433245741406,0.0006481796142985093,0.018346660453119182,-0.02175102840968883,-0.011157362907132725,0.012795427214476752,0.06210242068666633,0.015321232818390764,-0.02407933184635868
4,0.02183203890928334,-0.025882646314177818,0.01803919739329627,0.01692861530995622,0.005210693366552159,-0.03372747321747756,0.003626635391140676,0.01965695084245836,-0.0013505730211469296,0.013025449021454614,0.012997885108678464,-0.004507415788117111,0.0016932184021582713,-0.024790787673105108,0.015886811155099163,-0.0012372660137161327,0.056667090344197917,-0.016049533351116984,-0.0343125605203139,-0.006933747338176777
5,-0.03070116647598515,-0.002779502334868128,0.015615696630417527,-0.004818834215168483,0.007296056851975918,0.006328567015872184,-0.0010841428830466874,-0.001368027311937562,-0.01206338028691401,0.02035049517109297,-0.003938368492328748,-0.00284753987728412,-0.0034296796794889757,-0.009623214471772596,-0.008149385026310853,0.03127780433677958,-0.033492062880071345,0.046273324163669534,-0.02941484694695386,-0.07361957794215965
6,0.012169424783587734,0.024704868966602008,0.014563324812182445,-0.035219783906771863,0.0018371073303620545,-0.02181761563206961,0.031145943479246284,0.008274649701085362,-0.00019530607649485702,-0.026593266172313716,0.03896512980272516,-0.006069918948188377,-0.025819466255323952,-0.03850885485989211,-0.004412862350923748,-0.007670076461736492,0.05510594846098748,0.018824402503813217,0.02912861857626177,-0.0830841940875195
7,-0.02493291679725684,0.014504348885633699,0.011034505784550208,0.031506026597119964,0.00028545425093762597,0.02870914257655001,-0.03632470877463942,-0.02766217765374285,0.026996746661216178,-0.013386425246948611,-0.007898278382884984,-0.0074171424839385835,0.014466401780926768,0.01278008187292985,0.04380392632912187,-0.01049628112671403,-0.049686290991164124,0.03292179668892766,-0.026375001052736328,-0.053691249689619205
8,-0.01649743731237417,0.021928092644498017,0.013561898359035958,-0.0030282048563526716,0.00930308161696693,0.010082090971272257,-0.03368378785658883,-0.0029040767921733063,-0.016115535043523952,-0.02394037015870237,-0.004040751039629373,-0.004292633639447716,-0.0009455665316477316,-0.009793466776016443,-0.019828594432877142,-0.01623662743496408,-0.032884598482969006,-0.013598239327161652,0.0256134830719023,-0.09111384002111231
9,0.025366120502248114,0.0028575278073676895,-0.021307608824023737,0.005089192237780945,0.007915129100741214,0.011920364688111338,0.024554973479280113,-0.003474096127015518,-0.02951003120709818,0.012135242224713825,-0.00538528163242794,-0.006577325399730618,0.007270122538110751,0.013976355109952232,-0.03787677589751025,-0.017447027926286194,-0.0341637913000896,-0.023867664694239586,-0.007875167328568036,-0.08919227097095456
